kind,class_source,field_source,destination_name,suggested_name,unresolved_tokens,xpath_hint
class-field,gest.intervention.ParamIntervention,mNumDossPoliceDefaut,numDossPoliceDefaut,numeroDossPoliceDefaut,Doss,/classes/class[@source='gest.intervention.ParamIntervention']/field[@source='mNumDossPoliceDefaut']
class-field,gest.intervention.ParamIntervention,mTypeEnvoiDSI2003,typeEnvoiDSI2003,typeEnvoiDsi2003,type|DSI|2003,/classes/class[@source='gest.intervention.ParamIntervention']/field[@source='mTypeEnvoiDSI2003']
class-field,gest.intervention.ParamIntervention,mVectCompteursParCodesAppel,listeCompteursParCodesAppel,listeCompteursParCodesAppel,Par,/classes/class[@source='gest.intervention.ParamIntervention']/field[@source='mVectCompteursParCodesAppel']
class-field,gest.intervention.ParamIntervention,mVectFournSAAQ,listeFournSAAQ,listeFournSaaq,SAAQ,/classes/class[@source='gest.intervention.ParamIntervention']/field[@source='mVectFournSAAQ']
class-field,gest.intervention.ParamIntervention$NCompteurParCodeAppel,mSubPrefixe,subPrefixe,subPrefixe,sub,/classes/class[@source='gest.intervention.ParamIntervention$NCompteurParCodeAppel']/field[@source='mSubPrefixe']
class-field,gest.intervention.ParamIntervention$NCompteurParCodeAppel,mVectIDCodeAppel2,listeIDCodeAppel,listeIdCodeAppel,Code,/classes/class[@source='gest.intervention.ParamIntervention$NCompteurParCodeAppel']/field[@source='mVectIDCodeAppel2']
class-field,gest.intervention.ParamMemoFacturation,mPosteBudDefaut,posteBudDefaut,posteBudDefaut,Bud,/classes/class[@source='gest.intervention.ParamMemoFacturation']/field[@source='mPosteBudDefaut']
class-field,gest.intervention.ParamMemoFacturation,mSaveOnServer,saveOnServer,saveOnServer,save|On,/classes/class[@source='gest.intervention.ParamMemoFacturation']/field[@source='mSaveOnServer']
class-field,gest.intervention.ParamViewer,mAdresseRAO,adresseRAO,adresseRao,RAO,/classes/class[@source='gest.intervention.ParamViewer']/field[@source='mAdresseRAO']
class-field,gest.intervention.ParamViewer,mNomRAO,nomRAO,nomRao,nom|RAO,/classes/class[@source='gest.intervention.ParamViewer']/field[@source='mNomRAO']
class-field,gest.intervention.ParamViewer,mVehRegEx,vehRegEx,vehRegEx,veh|Reg|Ex,/classes/class[@source='gest.intervention.ParamViewer']/field[@source='mVehRegEx']
class-field,gest.intervention.ParamViewer,mIDLogoRAO,idLogoRAO,idLogoRao,Logo|RAO,/classes/class[@source='gest.intervention.ParamViewer']/field[@source='mIDLogoRAO']
class-field,gest.intervention.RapportOfficier,mRole,role,role,role,/classes/class[@source='gest.intervention.RapportOfficier']/field[@source='mRole']
class-field,gest.intervention.SuiviIntervention,mAspectAClarifier,aspectAClarifier,aspectAClarifier,A,/classes/class[@source='gest.intervention.SuiviIntervention']/field[@source='mAspectAClarifier']
class-field,gest.intervention.SuiviIntervention,mPointFort,pointFort,pointFort,Fort,/classes/class[@source='gest.intervention.SuiviIntervention']/field[@source='mPointFort']
class-field,gest.licence.Licence,mAdresseFact,adresseFact,adresseFact,Fact,/classes/class[@source='gest.licence.Licence']/field[@source='mAdresseFact']
class-field,gest.licence.Licence,mCodeGeo,codeGeo,codeGeo,code|Geo,/classes/class[@source='gest.licence.Licence']/field[@source='mCodeGeo']
class-field,gest.licence.Licence,mDBJPA,dBJPA,dBjpa,d|BJPA,/classes/class[@source='gest.licence.Licence']/field[@source='mDBJPA']
class-field,gest.licence.Licence,mDateFinEval,dateFinEval,dateFinEval,date|Eval,/classes/class[@source='gest.licence.Licence']/field[@source='mDateFinEval']
class-field,gest.licence.Licence,mDatePasCEDepuis,datePasCEDepuis,datePasCeDepuis,date|Pas|CE,/classes/class[@source='gest.licence.Licence']/field[@source='mDatePasCEDepuis']
class-field,gest.licence.Licence,mNbrDossPrev,nbrDossPrev,nombreDossPrevision,Doss,/classes/class[@source='gest.licence.Licence']/field[@source='mNbrDossPrev']
class-field,gest.licence.Licence,mNbrLicConcur,nbrLicConcur,nombreLicConcur,Lic,/classes/class[@source='gest.licence.Licence']/field[@source='mNbrLicConcur']
class-field,gest.licence.Licence,mNbrLicDedie,nbrLicDedie,nombreLicDedie,Lic,/classes/class[@source='gest.licence.Licence']/field[@source='mNbrLicDedie']
class-field,gest.licence.Licence,mNbrSSIMulti,nbrSSIMulti,nombreSsiMulti,SSI,/classes/class[@source='gest.licence.Licence']/field[@source='mNbrSSIMulti']
class-field,gest.licence.Licence,mPasCE,pasCE,pasCe,pas|CE,/classes/class[@source='gest.licence.Licence']/field[@source='mPasCE']
class-field,gest.licence.Licence,mTypeLicence,typeLicence,typeLicence,type,/classes/class[@source='gest.licence.Licence']/field[@source='mTypeLicence']
class-field,gest.listePerso.FormatDonnee,mClassePourPasserAJasper,classePourPasserAJasper,classePourPasserAJasper,Pour|A,/classes/class[@source='gest.listePerso.FormatDonnee']/field[@source='mClassePourPasserAJasper']
class-field,gest.listePerso.FormatDonnee,mNomChampRequeteAssocieeSelonRenderer,nomChampRequeteAssocieeSelonRenderer,nomChampRequeteAssocieeSelonRenderer,nom,/classes/class[@source='gest.listePerso.FormatDonnee']/field[@source='mNomChampRequeteAssocieeSelonRenderer']
class-field,gest.listePerso.FormatDonnee,mNomClasseDuRenderer,nomClasseDuRenderer,nomClasseDuRenderer,nom|Du,/classes/class[@source='gest.listePerso.FormatDonnee']/field[@source='mNomClasseDuRenderer']
class-field,gest.listePerso.FormatDonnee,mPatternDonneeDuRenderer,patternDonneeDuRenderer,patternDonneeDuRenderer,Du,/classes/class[@source='gest.listePerso.FormatDonnee']/field[@source='mPatternDonneeDuRenderer']
class-field,gest.listePerso.FormatDonnee,mValeurParDefaut,valeurParDefaut,valeurParDefaut,Par,/classes/class[@source='gest.listePerso.FormatDonnee']/field[@source='mValeurParDefaut']
class-field,gest.listePerso.ListePerso,mIdentHJTable,identHJTable,identHjTable,HJ,/classes/class[@source='gest.listePerso.ListePerso']/field[@source='mIdentHJTable']
class-field,gest.listePerso.ListePerso,mModeRapport,modeRapport,modeRapport,mode,/classes/class[@source='gest.listePerso.ListePerso']/field[@source='mModeRapport']
class-field,gest.listePerso.ListePerso,mVectNCol,listeNCol,listeNCol,N|Col,/classes/class[@source='gest.listePerso.ListePerso']/field[@source='mVectNCol']
class-field,gest.listePerso.ListePerso,mVectNGroupe,listeNGroupe,listeNGroupe,N,/classes/class[@source='gest.listePerso.ListePerso']/field[@source='mVectNGroupe']
class-field,gest.listePerso.ListePerso,mVectNTri,listeNTri,listeNTri,N|Tri,/classes/class[@source='gest.listePerso.ListePerso']/field[@source='mVectNTri']
class-field,gest.listePerso.ListePerso$NCol,iCalculerSommaire,iCalculerSommaire,iCalculerSommaire,i,/classes/class[@source='gest.listePerso.ListePerso$NCol']/field[@source='iCalculerSommaire']
class-field,gest.listePerso.ListePerso$NCol,iFormat,iFormat,iFormat,i,/classes/class[@source='gest.listePerso.ListePerso$NCol']/field[@source='iFormat']
class-field,gest.listePerso.ListePerso$NCol,iFormatDonnee,iFormatDonnee,iFormatDonnee,i,/classes/class[@source='gest.listePerso.ListePerso$NCol']/field[@source='iFormatDonnee']
class-field,gest.listePerso.ListePerso$NCol,iLargeur,iLargeur,iLargeur,i,/classes/class[@source='gest.listePerso.ListePerso$NCol']/field[@source='iLargeur']
class-field,gest.listePerso.ListePerso$NCol,iMoyenneGlobal,iMoyenneGlobal,iMoyenneGlobal,i,/classes/class[@source='gest.listePerso.ListePerso$NCol']/field[@source='iMoyenneGlobal']
class-field,gest.listePerso.ListePerso$NCol,iMoyenneGroupe,iMoyenneGroupe,iMoyenneGroupe,i,/classes/class[@source='gest.listePerso.ListePerso$NCol']/field[@source='iMoyenneGroupe']
class-field,gest.listePerso.ListePerso$NCol,iNom,iNom,iNom,i|Nom,/classes/class[@source='gest.listePerso.ListePerso$NCol']/field[@source='iNom']
class-field,gest.listePerso.ListePerso$NCol,iTotalGlobal,iTotalGlobal,iTotalGlobal,i,/classes/class[@source='gest.listePerso.ListePerso$NCol']/field[@source='iTotalGlobal']
class-field,gest.listePerso.ListePerso$NCol,iTotalGroupe,iTotalGroupe,iTotalGroupe,i,/classes/class[@source='gest.listePerso.ListePerso$NCol']/field[@source='iTotalGroupe']
class-field,gest.listePerso.ListePerso$NGroupe,iIdentCol,iIdentCol,iIdentCol,i|Col,/classes/class[@source='gest.listePerso.ListePerso$NGroupe']/field[@source='iIdentCol']
class-field,gest.listePerso.ListePerso$NGroupe,iInclureDonnees,iInclureDonnees,iInclureDonnees,i,/classes/class[@source='gest.listePerso.ListePerso$NGroupe']/field[@source='iInclureDonnees']
class-field,gest.listePerso.ListePerso$NGroupe,iInclureToutesLesPossibilites,iInclureToutesLesPossibilites,iInclureToutesLesPossibilites,i|Les,/classes/class[@source='gest.listePerso.ListePerso$NGroupe']/field[@source='iInclureToutesLesPossibilites']
class-field,gest.listePerso.ListePerso$NGroupe,iNom,iNom,iNom,i|Nom,/classes/class[@source='gest.listePerso.ListePerso$NGroupe']/field[@source='iNom']
class-field,gest.listePerso.ListePerso$NGroupe,iProvenanceValeursPossibles,iProvenanceValeursPossibles,iProvenanceValeursPossibles,i,/classes/class[@source='gest.listePerso.ListePerso$NGroupe']/field[@source='iProvenanceValeursPossibles']
class-field,gest.listePerso.ListePerso$NGroupe,iSommaire,iSommaire,iSommaire,i,/classes/class[@source='gest.listePerso.ListePerso$NGroupe']/field[@source='iSommaire']
class-field,gest.listePerso.ListePerso$NGroupe,iVectValeursSpecifiques,iVectValeursSpecifiques,iVectValeursSpecifiques,i|Vect,/classes/class[@source='gest.listePerso.ListePerso$NGroupe']/field[@source='iVectValeursSpecifiques']
class-field,gest.listePerso.ListePerso$NGroupe,mVectValeursSpecifiquesImportesIDs,listeValeursSpecifiquesImportesIDs,listeValeursSpecifiquesImportesIDs,I|Ds,/classes/class[@source='gest.listePerso.ListePerso$NGroupe']/field[@source='mVectValeursSpecifiquesImportesIDs']
class-field,gest.listePerso.ListePerso$NTri,iNom,iNom,iNom,i|Nom,/classes/class[@source='gest.listePerso.ListePerso$NTri']/field[@source='iNom']
class-field,gest.listePerso.ListePerso$NTri,iOrdreTri,iOrdreTri,iOrdreTri,i|Tri,/classes/class[@source='gest.listePerso.ListePerso$NTri']/field[@source='iOrdreTri']
class-field,gest.maintEquip.EtatEquipement,mEtatSysteme,etatSysteme,etatSysteme,etat,/classes/class[@source='gest.maintEquip.EtatEquipement']/field[@source='mEtatSysteme']
class-field,gest.maintEquip.EtatEquipement,mNouvMaintSurCompleter,nouvMaintSurCompleter,nouvMaintSurCompleter,nouv|Sur,/classes/class[@source='gest.maintEquip.EtatEquipement']/field[@source='mNouvMaintSurCompleter']
class-field,gest.maintEquip.EtatEquipement,mIDTypeMaintSurNouvMaint,idTypeMaintSurNouvMaint,idTypeMaintSurNouvMaint,Type|Sur|Nouv,/classes/class[@source='gest.maintEquip.EtatEquipement']/field[@source='mIDTypeMaintSurNouvMaint']
class-field,gest.maintEquip.MaintEquip,mIdentJour,identJour,identJour,Jour,/classes/class[@source='gest.maintEquip.MaintEquip']/field[@source='mIdentJour']
class-field,gest.maintEquip.MaintEquip,mInitEquipement,initEquipement,initEquipement,init,/classes/class[@source='gest.maintEquip.MaintEquip']/field[@source='mInitEquipement']
class-field,gest.maintEquip.MaintEquip,mMaintSurUnEquipExist,maintenanceSurUnEquipement,maintenanceSurUnEquipement,Sur|Un,/classes/class[@source='gest.maintEquip.MaintEquip']/field[@source='mMaintSurUnEquipExist']
class-field,gest.maintEquip.MaintEquip,mIDAssigneA,idAssigneA,idAssigneA,A,/classes/class[@source='gest.maintEquip.MaintEquip']/field[@source='mIDAssigneA']
class-field,gest.maintEquip.MaintEquip,mIDTypeEquipementMaint,idTypeEquipementMaint,idTypeEquipementMaint,Type,/classes/class[@source='gest.maintEquip.MaintEquip']/field[@source='mIDTypeEquipementMaint']
class-field,gest.maintEquip.MaintEquip,mIDTypeMaint,idTypeMaint,idTypeMaint,Type,/classes/class[@source='gest.maintEquip.MaintEquip']/field[@source='mIDTypeMaint']
class-field,gest.maintEquip.MaintEquipHisto,mActionDeplConsom,actionDeplConsom,actionDeplConsom,Depl,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mActionDeplConsom']
class-field,gest.maintEquip.MaintEquipHisto,mCoutMaint,coutMaint,coutMaint,cout,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mCoutMaint']
class-field,gest.maintEquip.MaintEquipHisto,mDateOper,dateOper,dateOper,date|Oper,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mDateOper']
class-field,gest.maintEquip.MaintEquipHisto,mDateRetourPrevu,dateRetourPrevu,dateRetourPrevu,date,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mDateRetourPrevu']
class-field,gest.maintEquip.MaintEquipHisto,mDernEffectue,dernEffectue,dernEffectue,dern,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mDernEffectue']
class-field,gest.maintEquip.MaintEquipHisto,mEstLaMemeQte,estLaMemeQte,estLaMemeQuantite,est|La|Meme,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mEstLaMemeQte']
class-field,gest.maintEquip.MaintEquipHisto,mEtat,etat,etat,etat,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mEtat']
class-field,gest.maintEquip.MaintEquipHisto,mUtiliserNouvelleQteSiDisponible,utiliserNouvelleQteSiDisponible,utiliserNouvelleQuantiteSiDisponible,Si,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mUtiliserNouvelleQteSiDisponible']
class-field,gest.maintEquip.MaintEquipHisto,mVectNDeplaceConsom,listeNDeplaceConsom,listeNDeplaceConsom,N,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mVectNDeplaceConsom']
class-field,gest.maintEquip.MaintEquipHisto,mIDCentreServ,idCentreServ,idCentreServ,Serv,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mIDCentreServ']
class-field,gest.maintEquip.MaintEquipHisto,mIDEmplAssoc,idEmplAssoc,idEmplAssociation,Empl,/classes/class[@source='gest.maintEquip.MaintEquipHisto']/field[@source='mIDEmplAssoc']
class-field,gest.maintEquip.ParamMaintEquip,mRechercheAutoAuDemarrage,rechercheAutoAuDemarrage,rechercheAutomatiqueAuDemarrage,Au,/classes/class[@source='gest.maintEquip.ParamMaintEquip']/field[@source='mRechercheAutoAuDemarrage']
class-field,gest.maintEquip.ParamMaintEquip,mVectConfigImprimCodeBar,listeConfigImprimCodeBar,listeConfigImprimCodeBar,Code|Bar,/classes/class[@source='gest.maintEquip.ParamMaintEquip']/field[@source='mVectConfigImprimCodeBar']
class-field,gest.maintEquip.ConfigImprimCodeBar,mNom,nom,nom,nom,/classes/class[@source='gest.maintEquip.ConfigImprimCodeBar']/field[@source='mNom']
class-field,gest.maintenance.Maintenance,mTypeEquip,typeEquip,typeEquip,type,/classes/class[@source='gest.maintenance.Maintenance']/field[@source='mTypeEquip']
class-field,gest.maintenance.Maintenance,mVectIDTypeEquipement,listeIDTypeEquipement,listeIdTypeEquipement,Type,/classes/class[@source='gest.maintenance.Maintenance']/field[@source='mVectIDTypeEquipement']
class-field,gest.maintenance.Maintenance,mVectPer,listePer,listePer,Per,/classes/class[@source='gest.maintenance.Maintenance']/field[@source='mVectPer']
class-field,gest.maintenance.TypeMaint,mEmpecherEquipementDansAutreMaintEquip,empecherEquipementDansAutreMaintEquip,empecherEquipementDansAutreMaintEquip,Dans,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mEmpecherEquipementDansAutreMaintEquip']
class-field,gest.maintenance.TypeMaint,mEmpecherEquipementSiPeriodiqueDu,empecherEquipementSiPeriodiqueDu,empecherEquipementSiPeriodiqueDu,Si|Du,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mEmpecherEquipementSiPeriodiqueDu']
class-field,gest.maintenance.TypeMaint,mFormElec,formElec,formElec,form|Elec,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mFormElec']
class-field,gest.maintenance.TypeMaint,mInclureEnServiceOnly,inclureEnServiceOnly,inclureEnServiceOnly,En|Only,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mInclureEnServiceOnly']
class-field,gest.maintenance.TypeMaint,mNouvEtatParDefaut,nouvEtatParDefaut,nouvEtatParDefaut,nouv|Etat|Par,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mNouvEtatParDefaut']
class-field,gest.maintenance.TypeMaint,mPermetNouvEtatParDefaut,permetNouvEtatParDefaut,permetNouvEtatParDefaut,Nouv|Etat|Par,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mPermetNouvEtatParDefaut']
class-field,gest.maintenance.TypeMaint,mPermisPourAssemblage,permisPourAssemblage,permisPourAssemblage,Pour,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mPermisPourAssemblage']
class-field,gest.maintenance.TypeMaint,mPermisPourCaserne,permisPourCaserne,permisPourCaserne,Pour,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mPermisPourCaserne']
class-field,gest.maintenance.TypeMaint,mPermisPourConsommable,permisPourConsommable,permisPourConsommable,Pour,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mPermisPourConsommable']
class-field,gest.maintenance.TypeMaint,mPermisPourEmploye,permisPourEmploye,permisPourEmploye,Pour,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mPermisPourEmploye']
class-field,gest.maintenance.TypeMaint,mPermisPourEquip,permisPourEquip,permisPourEquip,Pour,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mPermisPourEquip']
class-field,gest.maintenance.TypeMaint,mPermisPourGroupeEquip,permisPourGroupeEquip,permisPourGroupeEquip,Pour,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mPermisPourGroupeEquip']
class-field,gest.maintenance.TypeMaint,mPermisPourTypeEquip,permisPourTypeEquip,permisPourTypeEquip,Pour|Type,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mPermisPourTypeEquip']
class-field,gest.maintenance.TypeMaint,mPermisPourVehicule,permisPourVehicule,permisPourVehicule,Pour,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mPermisPourVehicule']
class-field,gest.maintenance.TypeMaint,mUtiliseFormElec,utiliseFormElec,utiliseFormElec,Form|Elec,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mUtiliseFormElec']
class-field,gest.maintenance.TypeMaint,mVectTypeChampPerso,listeTypeChampPerso,listeTypeChampPerso,Type,/classes/class[@source='gest.maintenance.TypeMaint']/field[@source='mVectTypeChampPerso']
class-field,gest.mobile.Mobile,mDernSync,dernSync,dernSync,dern|Sync,/classes/class[@source='gest.mobile.Mobile']/field[@source='mDernSync']
class-field,gest.mobile.Mobile,mLastSyncSrvID,lastSyncSrvID,lastSyncServiceId,last|Sync,/classes/class[@source='gest.mobile.Mobile']/field[@source='mLastSyncSrvID']
class-field,gest.parement.Parement,mVectCodesSMI,listeCodesSMI,listeCodesSmi,SMI,/classes/class[@source='gest.parement.Parement']/field[@source='mVectCodesSMI']
class-field,gest.parement.Parement,mVectCodesSMICommercial,listeCodesSMICommercial,listeCodesSmiCommercial,SMI,/classes/class[@source='gest.parement.Parement']/field[@source='mVectCodesSMICommercial']
class-field,gest.parement.Parement,mVectCodesSMIFerme,listeCodesSMIFerme,listeCodesSmiFerme,SMI,/classes/class[@source='gest.parement.Parement']/field[@source='mVectCodesSMIFerme']
class-field,gest.plageHoraire.PlageHoraire,mJourMois,jourMois,jourMois,jour|Mois,/classes/class[@source='gest.plageHoraire.PlageHoraire']/field[@source='mJourMois']
class-field,gest.plageHoraire.PlageHoraire,mJourNum,jourNum,jourNumero,jour,/classes/class[@source='gest.plageHoraire.PlageHoraire']/field[@source='mJourNum']
class-field,gest.plageHoraire.PlageHoraire,mJourSem,jourSem,jourSem,jour|Sem,/classes/class[@source='gest.plageHoraire.PlageHoraire']/field[@source='mJourSem']
class-field,gest.plageHoraire.PlageHoraire,mMois,mois,mois,mois,/classes/class[@source='gest.plageHoraire.PlageHoraire']/field[@source='mMois']
class-field,gest.plageHoraire.PlageHoraire,mMoisNum,moisNum,moisNumero,mois,/classes/class[@source='gest.plageHoraire.PlageHoraire']/field[@source='mMoisNum']
class-field,gest.plageHoraire.PlageHoraire,mVectIntervalleIntAnnee,listeIntervalleIntAnnee,listeIntervalleIntAnnee,Int,/classes/class[@source='gest.plageHoraire.PlageHoraire']/field[@source='mVectIntervalleIntAnnee']
class-field,gest.plageHoraire.PlageHoraire,mVectIntervalleIntJourMois,listeIntervalleIntJourMois,listeIntervalleIntJourMois,Int|Jour|Mois,/classes/class[@source='gest.plageHoraire.PlageHoraire']/field[@source='mVectIntervalleIntJourMois']
class-field,gest.planInterv.BatDebitNecessaire,mCommLong,commLong,commentaireLong,Long,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mCommLong']
class-field,gest.planInterv.BatDebitNecessaire,mCommProtOuv,commProtOuv,commentaireProtOuv,Prot|Ouv,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mCommProtOuv']
class-field,gest.planInterv.BatDebitNecessaire,mExpo,expo,expo,expo,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mExpo']
class-field,gest.planInterv.BatDebitNecessaire,mExpoDist,expoDist,expoDist,expo|Dist,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mExpoDist']
class-field,gest.planInterv.BatDebitNecessaire,mExpoMur,expoMur,expoMur,expo|Mur,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mExpoMur']
class-field,gest.planInterv.BatDebitNecessaire,mExpoProtOuv,expoProtOuv,expoProtOuv,expo|Prot|Ouv,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mExpoProtOuv']
class-field,gest.planInterv.BatDebitNecessaire,mGicReduct,gicReduct,gicReduct,gic,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mGicReduct']
class-field,gest.planInterv.BatDebitNecessaire,mHaut,haut,haut,haut,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mHaut']
class-field,gest.planInterv.BatDebitNecessaire,mLarg,larg,larg,larg,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mLarg']
class-field,gest.planInterv.BatDebitNecessaire,mLieu,lieu,lieu,lieu,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mLieu']
class-field,gest.planInterv.BatDebitNecessaire,mLong,long,long,long,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mLong']
class-field,gest.planInterv.BatDebitNecessaire,mNbrEtageExpo,nbrEtageExpo,nombreEtageExpo,Expo,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mNbrEtageExpo']
class-field,gest.planInterv.BatDebitNecessaire,mTypeConst,typeConst,typeConst,type,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mTypeConst']
class-field,gest.planInterv.BatDebitNecessaire,mTypeOcc,typeOcc,typeOcc,type|Occ,/classes/class[@source='gest.planInterv.BatDebitNecessaire']/field[@source='mTypeOcc']
class-field,gest.planInterv.ConfigSectionEtatInitialPourPlan,mVectEtatSections,listeEtatSections,listeEtatSections,Etat,/classes/class[@source='gest.planInterv.ConfigSectionEtatInitialPourPlan']/field[@source='mVectEtatSections']
class-field,gest.planInterv.EtatSection,mEtatInitial,etatInitial,etatInitial,etat,/classes/class[@source='gest.planInterv.EtatSection']/field[@source='mEtatInitial']
class-field,gest.planInterv.InfoServPub,mEmplFerm,emplFerm,emplFerm,empl|Ferm,/classes/class[@source='gest.planInterv.InfoServPub']/field[@source='mEmplFerm']
class-field,gest.planInterv.PlanAcces,mEchelleToit,echelleToit,echelleToit,Toit,/classes/class[@source='gest.planInterv.PlanAcces']/field[@source='mEchelleToit']
class-field,gest.planInterv.PlanAcces,mToit,toit,toit,toit,/classes/class[@source='gest.planInterv.PlanAcces']/field[@source='mToit']
class-field,gest.planInterv.PlanAdresseContact,mVectPlanContact,listePlanContact,listePlanContact,Plan,/classes/class[@source='gest.planInterv.PlanAdresseContact']/field[@source='mVectPlanContact']
class-field,gest.planInterv.PlanAdresseContact,mVectPlanHreExploit,listePlanHreExploit,listePlanHreExploit,Plan|Hre,/classes/class[@source='gest.planInterv.PlanAdresseContact']/field[@source='mVectPlanHreExploit']
class-field,gest.planInterv.PlanAlarme,mEmplPanneau,emplPanneau,emplPanneau,empl,/classes/class[@source='gest.planInterv.PlanAlarme']/field[@source='mEmplPanneau']
class-field,gest.planInterv.PlanAlarme,mEmplRepart,emplRepart,emplRepart,empl,/classes/class[@source='gest.planInterv.PlanAlarme']/field[@source='mEmplRepart']
class-field,gest.planInterv.PlanAlarme,mType,type,type,type,/classes/class[@source='gest.planInterv.PlanAlarme']/field[@source='mType']
class-field,gest.planInterv.PlanAlimEau,mArrayDebitsUnit,arrayDebitsUnit,arrayDebitsUnit,Unit,/classes/class[@source='gest.planInterv.PlanAlimEau']/field[@source='mArrayDebitsUnit']
class-field,gest.planInterv.PlanAlimEau,mScenPourcOptimiste,scenPourcOptimiste,scenPourcOptimiste,scen,/classes/class[@source='gest.planInterv.PlanAlimEau']/field[@source='mScenPourcOptimiste']
class-field,gest.planInterv.PlanAlimEau,mScenPourcPessimiste,scenPourcPessimiste,scenPourcPessimiste,scen,/classes/class[@source='gest.planInterv.PlanAlimEau']/field[@source='mScenPourcPessimiste']
class-field,gest.planInterv.PlanAlimEau,mVectAlimEauPrive,listeAlimEauPrive,listeAlimEauPrive,Alim|Eau,/classes/class[@source='gest.planInterv.PlanAlimEau']/field[@source='mVectAlimEauPrive']
class-field,gest.planInterv.PlanAlimEau,mVectAlimPompe,listeAlimPompe,listeAlimPompe,Alim,/classes/class[@source='gest.planInterv.PlanAlimEau']/field[@source='mVectAlimPompe']
class-field,gest.planInterv.PlanAlimEau,mVectAlimPrinc,listeAlimPrinc,listeAlimPrinc,Alim,/classes/class[@source='gest.planInterv.PlanAlimEau']/field[@source='mVectAlimPrinc']
class-field,gest.planInterv.PlanAlimEau,mVectAlimSecours,listeAlimSecours,listeAlimSecours,Alim,/classes/class[@source='gest.planInterv.PlanAlimEau']/field[@source='mVectAlimSecours']
class-field,gest.planInterv.PlanAlimEau,mVectBatDebitNecessaire,listeBatDebitNecessaire,listeBatDebitNecessaire,Bat,/classes/class[@source='gest.planInterv.PlanAlimEau']/field[@source='mVectBatDebitNecessaire']
class-field,gest.planInterv.AlimEauPrive,mType,type,type,type,/classes/class[@source='gest.planInterv.AlimEauPrive']/field[@source='mType']
class-field,gest.planInterv.AlimPompe,mType,type,type,type,/classes/class[@source='gest.planInterv.AlimPompe']/field[@source='mType']
class-field,gest.planInterv.PlanConst,mAscCommEmpl,ascCommEmpl,ascCommentaireEmpl,asc|Empl,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mAscCommEmpl']
class-field,gest.planInterv.PlanConst,mAscEmpl,ascEmpl,ascEmpl,asc|Empl,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mAscEmpl']
class-field,gest.planInterv.PlanConst,mAscMecEmpl,ascMecEmpl,ascMecEmpl,asc|Mec|Empl,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mAscMecEmpl']
class-field,gest.planInterv.PlanConst,mAscMecEmplCle,ascMecEmplCle,ascMecEmplCle,asc|Mec|Empl|Cle,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mAscMecEmplCle']
class-field,gest.planInterv.PlanConst,mAscNbr,ascNbr,ascNombre,asc,/classes/class[@source='gest.planInterv.PlanConst']/field[@source='mAscNbr']
