kind,class_source,field_source,destination_name,suggested_name,unresolved_tokens,xpath_hint
class-field,gest.dossPrev.DossPrev,mGeoPosition,geoPosition,geoPosition,geo,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mGeoPosition']
class-field,gest.dossPrev.DossPrev,mLongLat,longLat,longLat,long|Lat,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mLongLat']
class-field,gest.dossPrev.DossPrev,mNbPhotosParPagePourGraph,nbPhotosParPagePourGraph,nombrePhotosParPagePourGraph,Par|Page|Pour,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mNbPhotosParPagePourGraph']
class-field,gest.dossPrev.DossPrev,mNbrSousSol,nbrSousSol,nombreSousSol,Sous|Sol,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mNbrSousSol']
class-field,gest.dossPrev.DossPrev,mNoCivFin,noCivFin,noCivFin,no|Civ,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mNoCivFin']
class-field,gest.dossPrev.DossPrev,mQteAireAuSol,qteAireAuSol,quantiteAireAuSol,Aire|Au|Sol,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mQteAireAuSol']
class-field,gest.dossPrev.DossPrev,mQteAireAuSolTerrain,qteAireAuSolTerrain,quantiteAireAuSolTerrain,Aire|Au|Sol,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mQteAireAuSolTerrain']
class-field,gest.dossPrev.DossPrev,mTransfertCAUCAFait,transfertCAUCAFait,transfertCaucaFait,Fait,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mTransfertCAUCAFait']
class-field,gest.dossPrev.DossPrev,mTypeConstrAutreDetail,typeConstrAutreDetail,typeConstrAutreDetail,type,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mTypeConstrAutreDetail']
class-field,gest.dossPrev.DossPrev,mVectAliasNom,listeAliasNom,listeAliasNom,Nom,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mVectAliasNom']
class-field,gest.dossPrev.DossPrev,mVectIDCodeRef,listeIdCodeRef,listeIdCodeReference,Code,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mVectIDCodeRef']
class-field,gest.dossPrev.DossPrev,mVectPersonneRess,listePersonneRess,listePersonneRess,Ress,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mVectPersonneRess']
class-field,gest.dossPrev.DossPrev,mVectProdDang,listeProdDang,listeProduitDang,Dang,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mVectProdDang']
class-field,gest.dossPrev.DossPrev,mIDTypeBatiment,idTypeBatiment,idTypeBatiment,Type,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mIDTypeBatiment']
class-field,gest.dossPrev.DossPrev,mIDTypeConstruction,idTypeConstruction,idTypeConstruction,Type,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mIDTypeConstruction']
class-field,gest.dossPrev.DossPrev,mIDTypeToit,idTypeToit,idTypeToit,Type|Toit,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mIDTypeToit']
class-field,gest.dossPrev.DossPrev,mIDUsageDuLocal,idUsageDuLocal,idUsageDuLocal,Du,/classes/class[@source='gest.dossPrev.DossPrev']/field[@source='mIDUsageDuLocal']
class-field,gest.dossPrev.DossPrev$NAliasNom,iNom,nom,nom,nom,/classes/class[@source='gest.dossPrev.DossPrev$NAliasNom']/field[@source='iNom']
class-field,gest.dossPrev.Energie,mGazEquipRaccorde,gazEquipementRaccorde,gazEquipementRaccorde,gaz,/classes/class[@source='gest.dossPrev.Energie']/field[@source='mGazEquipRaccorde']
class-field,gest.dossPrev.Energie,mGazLocation,gazEmplacement,gazEmplacement,gaz,/classes/class[@source='gest.dossPrev.Energie']/field[@source='mGazLocation']
class-field,gest.dossPrev.Energie,mGazNombre,gazNombre,gazNombre,gaz,/classes/class[@source='gest.dossPrev.Energie']/field[@source='mGazNombre']
class-field,gest.dossPrev.HistoImportDossPrev,mDateImport,dateImport,dateImport,date,/classes/class[@source='gest.dossPrev.HistoImportDossPrev']/field[@source='mDateImport']
class-field,gest.dossPrev.HistoImportDossPrev,mFilename,nomFichier,nomFichier,nom,/classes/class[@source='gest.dossPrev.HistoImportDossPrev']/field[@source='mFilename']
class-field,gest.dossPrev.HistoImportDossPrev,mCodeGeo,codeGeo,codeGeo,code|Geo,/classes/class[@source='gest.dossPrev.HistoImportDossPrev']/field[@source='mCodeGeo']
class-field,gest.dossPrev.HistoImportDossPrev,mNumNonTraites,nombreNonTraites,nombreNonTraites,Non,/classes/class[@source='gest.dossPrev.HistoImportDossPrev']/field[@source='mNumNonTraites']
class-field,gest.dossPrev.ParamDossPrev,mChercherMatriculeAnterieurDansVectOldMatricule,chercherMatriculeAnterieurDansListeAncienMatricule,chercherMatriculeAnterieurDansListeAncienMatricule,Dans,/classes/class[@source='gest.dossPrev.ParamDossPrev']/field[@source='mChercherMatriculeAnterieurDansVectOldMatricule']
class-field,gest.dossPrev.ParamDossPrev,mDateDernExport,dateDernierExport,dateDernierExport,date,/classes/class[@source='gest.dossPrev.ParamDossPrev']/field[@source='mDateDernExport']
class-field,gest.dossPrev.ParamDossPrev,mDateDernExportAutomatique,dateDernierExportAutomatique,dateDernierExportAutomatique,date,/classes/class[@source='gest.dossPrev.ParamDossPrev']/field[@source='mDateDernExportAutomatique']
class-field,gest.dossPrev.ParamDossPrev,mExporterTousLesDossPrev,exporterTousLesDossierAdresse,exporterTousLesDossierAdresse,Tous|Les,/classes/class[@source='gest.dossPrev.ParamDossPrev']/field[@source='mExporterTousLesDossPrev']
class-field,gest.dossPrev.ParamDossPrev,mSetPropPasSync,setProprietePasSynchronise,setProprietePasSynchronise,set|Pas,/classes/class[@source='gest.dossPrev.ParamDossPrev']/field[@source='mSetPropPasSync']
class-field,gest.dossPrev.ParamDossPrev,mVectCodeUsageRempl,listeCodeUsageRemplacement,listeCodeUsageRemplacement,Code,/classes/class[@source='gest.dossPrev.ParamDossPrev']/field[@source='mVectCodeUsageRempl']
class-field,gest.dossPrev.ParamDossPrev$NValRempl,iVoie,voie,voie,voie,/classes/class[@source='gest.dossPrev.ParamDossPrev$NValRempl']/field[@source='iVoie']
class-field,gest.dossPrev.ParamDossPrev$NValRempl,iVoieRempl,voieRemplacement,voieRemplacement,voie,/classes/class[@source='gest.dossPrev.ParamDossPrev$NValRempl']/field[@source='iVoieRempl']
class-field,gest.dossPrev.ParamDossPrev$NCodeUsageAssoc,mCode,code,code,code,/classes/class[@source='gest.dossPrev.ParamDossPrev$NCodeUsageAssoc']/field[@source='mCode']
class-field,gest.dossPrev.ParamDossPrev$NCodeUsageAssoc,mMSPCode,mspCode,mspCode,msp|Code,/classes/class[@source='gest.dossPrev.ParamDossPrev$NCodeUsageAssoc']/field[@source='mMSPCode']
class-field,gest.dossPrev.PeriodiciteDossPrev,mDateDernPrev,dateDernierePrevention,dateDernierePrevention,date,/classes/class[@source='gest.dossPrev.PeriodiciteDossPrev']/field[@source='mDateDernPrev']
class-field,gest.dossPrev.PeriodiciteDossPrev,mTypePeriodicite,typePeriodicite,typePeriodicite,type,/classes/class[@source='gest.dossPrev.PeriodiciteDossPrev']/field[@source='mTypePeriodicite']
class-field,gest.dossPrev.PeriodiciteDossPrev,mIDTypePrevention,idTypePrevention,idTypePrevention,Type,/classes/class[@source='gest.dossPrev.PeriodiciteDossPrev']/field[@source='mIDTypePrevention']
class-field,gest.dossPrev.PersonneRess,mAutreAdresseQueDossier,autreAdresseQueDossier,autreAdresseQueDossier,Que,/classes/class[@source='gest.dossPrev.PersonneRess']/field[@source='mAutreAdresseQueDossier']
class-field,gest.dossPrev.PersonneRess,mConsentementWebPourEnvois,consentementWebPourEnvois,consentementWebPourEnvois,Web|Pour,/classes/class[@source='gest.dossPrev.PersonneRess']/field[@source='mConsentementWebPourEnvois']
class-field,gest.dossPrev.PersonneRess,mLastUpdateViaFormWeb,derniereMiseAJourViaFormulaireWeb,derniereMiseAJourViaFormulaireWeb,Mise|A|Jour|Via|Web,/classes/class[@source='gest.dossPrev.PersonneRess']/field[@source='mLastUpdateViaFormWeb']
class-field,gest.dossPrev.PersonneRess,mPagetCode,teleavertisseurCode,teleavertisseurCode,Code,/classes/class[@source='gest.dossPrev.PersonneRess']/field[@source='mPagetCode']
class-field,gest.dossPrev.PersonneRess,mSiteWeb,siteWeb,siteWeb,site|Web,/classes/class[@source='gest.dossPrev.PersonneRess']/field[@source='mSiteWeb']
class-field,gest.dossPrev.ProdDang,mCAS,cas,cas,cas,/classes/class[@source='gest.dossPrev.ProdDang']/field[@source='mCAS']
class-field,gest.dossPrev.ProdDang,mEntreeGaz,entreeGaz,entreeGaz,Gaz,/classes/class[@source='gest.dossPrev.ProdDang']/field[@source='mEntreeGaz']
class-field,gest.dossPrev.ProdDang,mIDPageJaune,idPageJaune,idPageJaune,Page,/classes/class[@source='gest.dossPrev.ProdDang']/field[@source='mIDPageJaune']
class-field,gest.employe.ContactUrgence,mTelJour,telephoneJour,telephoneJour,Jour,/classes/class[@source='gest.employe.ContactUrgence']/field[@source='mTelJour']
class-field,gest.employe.ContactUrgence,mTelSoir,telephoneSoir,telephoneSoir,Soir,/classes/class[@source='gest.employe.ContactUrgence']/field[@source='mTelSoir']
class-field,gest.employe.Employe,mCodePermanent,codePermanent,codePermanent,code,/classes/class[@source='gest.employe.Employe']/field[@source='mCodePermanent']
class-field,gest.employe.Employe,mDateEmbauche,dateEmbauche,dateEmbauche,date,/classes/class[@source='gest.employe.Employe']/field[@source='mDateEmbauche']
class-field,gest.employe.Employe,mDateNais,dateNaissance,dateNaissance,date,/classes/class[@source='gest.employe.Employe']/field[@source='mDateNais']
class-field,gest.employe.Employe,mNAS,nas,nas,nas,/classes/class[@source='gest.employe.Employe']/field[@source='mNAS']
class-field,gest.employe.Employe,mPagetCode,teleavertisseurCode,teleavertisseurCode,Code,/classes/class[@source='gest.employe.Employe']/field[@source='mPagetCode']
class-field,gest.employe.Employe,mTypeEmploye,typeEmploye,typeEmploye,type,/classes/class[@source='gest.employe.Employe']/field[@source='mTypeEmploye']
class-field,gest.employe.Employe,mUtilisateur,aCompteUtilisateur,aCompteUtilisateur,a,/classes/class[@source='gest.employe.Employe']/field[@source='mUtilisateur']
class-field,gest.employe.Employe,mUtiliseTauxGrade,utiliseTauxGrade,utiliseTauxGrade,Taux,/classes/class[@source='gest.employe.Employe']/field[@source='mUtiliseTauxGrade']
class-field,gest.employe.Employe,mVectEmployeDateTaux,listeDateTaux,listeDateTaux,Date|Taux,/classes/class[@source='gest.employe.Employe']/field[@source='mVectEmployeDateTaux']
class-field,gest.employe.Employe,mVectEmployeTaux,listeTaux,listeTaux,Taux,/classes/class[@source='gest.employe.Employe']/field[@source='mVectEmployeTaux']
class-field,gest.employe.Employe,mVectNonDispo,listeNonDisponibilite,listeNonDisponibilite,Non,/classes/class[@source='gest.employe.Employe']/field[@source='mVectNonDispo']
class-field,gest.employe.Employe,mWebCodeUtil,webCodeUtilisateur,webCodeUtilisateur,web|Code,/classes/class[@source='gest.employe.Employe']/field[@source='mWebCodeUtil']
class-field,gest.employe.Employe,mWebMemeCodeAccesQueUtil,webMemeCodeAccesQueUtilisateur,webMemeCodeAccesQueUtilisateur,web|Meme|Code|Que,/classes/class[@source='gest.employe.Employe']/field[@source='mWebMemeCodeAccesQueUtil']
class-field,gest.employe.Employe,mWebMotPasse,webMotPasse,webMotPasse,web|Mot,/classes/class[@source='gest.employe.Employe']/field[@source='mWebMotPasse']
class-field,gest.employe.Employe,mWebUtil,webUtilisateur,webUtilisateur,web,/classes/class[@source='gest.employe.Employe']/field[@source='mWebUtil']
class-field,gest.employe.Employe$NNonDispo,iDateDe,dateDe,dateDe,date|De,/classes/class[@source='gest.employe.Employe$NNonDispo']/field[@source='iDateDe']
class-field,gest.employe.Employe$NNonDispo,iDateA,dateA,dateA,date|A,/classes/class[@source='gest.employe.Employe$NNonDispo']/field[@source='iDateA']
class-field,gest.employe.Employe$NNonDispo,iNbrMillisNonDispo,nombreMillisecondeNonDisponible,nombreMillisecondeNonDisponible,Non,/classes/class[@source='gest.employe.Employe$NNonDispo']/field[@source='iNbrMillisNonDispo']
class-field,gest.employe.Employe$NNonDispo,iTypeNonDispo,typeNonDisponibilite,typeNonDisponibilite,type|Non,/classes/class[@source='gest.employe.Employe$NNonDispo']/field[@source='iTypeNonDispo']
class-field,gest.employe.EmployeDateTaux,mDateVigueur,dateEnVigueur,dateEnVigueur,date|En,/classes/class[@source='gest.employe.EmployeDateTaux']/field[@source='mDateVigueur']
class-field,gest.employe.EmployeDateTaux,mVectEmployeTaux,listeEmployeTaux,listeEmployeTaux,Taux,/classes/class[@source='gest.employe.EmployeDateTaux']/field[@source='mVectEmployeTaux']
class-field,gest.employe.EmployeNomin,mDateNomin,dateNomination,dateNomination,date,/classes/class[@source='gest.employe.EmployeNomin']/field[@source='mDateNomin']
class-field,gest.employe.EmployeTaux,mTaux,taux,taux,taux,/classes/class[@source='gest.employe.EmployeTaux']/field[@source='mTaux']
class-field,gest.equipe.Equipe,mVectIDEquipeOuIDEmpl,listeIDEquipeOuIDEmploye,listeIdEquipeOuIdEmploye,Ou,/classes/class[@source='gest.equipe.Equipe']/field[@source='mVectIDEquipeOuIDEmpl']
class-field,gest.equipement.EquipExist,mCoutAcquisition,coutAcquisition,coutAcquisition,cout,/classes/class[@source='gest.equipement.EquipExist']/field[@source='mCoutAcquisition']
class-field,gest.equipement.EquipExist,mDateAchat,dateAchat,dateAchat,date,/classes/class[@source='gest.equipement.EquipExist']/field[@source='mDateAchat']
class-field,gest.equipement.EquipExist,mDateFinGarantie,dateFinGarantie,dateFinGarantie,date,/classes/class[@source='gest.equipement.EquipExist']/field[@source='mDateFinGarantie']
class-field,gest.equipement.EquipExist,mDatePeremption,datePeremption,datePeremption,date,/classes/class[@source='gest.equipement.EquipExist']/field[@source='mDatePeremption']
class-field,gest.equipement.EquipExist,mVectPer,listePer,listePer,Per,/classes/class[@source='gest.equipement.EquipExist']/field[@source='mVectPer']
class-field,gest.equipement.EquipExist,mIDTypeEquipement,idTypeEquipement,idTypeEquipement,Type,/classes/class[@source='gest.equipement.EquipExist']/field[@source='mIDTypeEquipement']
class-field,gest.equipement.QteRequise,mIDTypeEquipement,idTypeEquipement,idTypeEquipement,Type,/classes/class[@source='gest.equipement.QteRequise']/field[@source='mIDTypeEquipement']
class-field,gest.equipement.SituationEquipement,mEtat,etat,etat,etat,/classes/class[@source='gest.equipement.SituationEquipement']/field[@source='mEtat']
class-field,gest.equipement.SituationEquipement,mEtatComportement,etatComportement,etatComportement,etat,/classes/class[@source='gest.equipement.SituationEquipement']/field[@source='mEtatComportement']
class-field,gest.equipement.TypeEquipement,mDroitRequisPourTransfert,droitRequisPourTransfert,droitRequisPourTransfert,Pour,/classes/class[@source='gest.equipement.TypeEquipement']/field[@source='mDroitRequisPourTransfert']
class-field,gest.equipement.TypeEquipement,mFrequenceDeRemplacement,frequenceDeRemplacement,frequenceDeRemplacement,De,/classes/class[@source='gest.equipement.TypeEquipement']/field[@source='mFrequenceDeRemplacement']
class-field,gest.equipement.TypeEquipement,mVectPer,listePer,listePer,Per,/classes/class[@source='gest.equipement.TypeEquipement']/field[@source='mVectPer']
class-field,gest.equipement.TypeEquipement,mVectTypeChampPerso,listeTypeChampPerso,listeTypeChampPerso,Type,/classes/class[@source='gest.equipement.TypeEquipement']/field[@source='mVectTypeChampPerso']
class-field,gest.equipement.PeriodiciteEquip,mIDTypeMaint,idTypeMaintenance,idTypeMaintenance,Type,/classes/class[@source='gest.equipement.PeriodiciteEquip']/field[@source='mIDTypeMaint']
class-field,gest.equipement.PeriodiciteEquip,mCalcProchPerSurDernMaint,calculerProchainPeriodiqueSurDerniereMaintenance,calculerProchainPeriodiqueSurDerniereMaintenance,Sur,/classes/class[@source='gest.equipement.PeriodiciteEquip']/field[@source='mCalcProchPerSurDernMaint']
class-field,gest.equipement.PeriodiciteEquip,mDateDernMaint,dateDerniereMaintenance,dateDerniereMaintenance,date,/classes/class[@source='gest.equipement.PeriodiciteEquip']/field[@source='mDateDernMaint']
class-field,gest.feuilleTemps.ParamFeuilleTemps,mFormatPerPaie,formatPeriodePaie,formatPeriodePaie,Paie,/classes/class[@source='gest.feuilleTemps.ParamFeuilleTemps']/field[@source='mFormatPerPaie']
class-field,gest.feuilleTemps.ParamFeuilleTemps,mInclureTauxHoraire,inclureTauxHoraire,inclureTauxHoraire,Taux,/classes/class[@source='gest.feuilleTemps.ParamFeuilleTemps']/field[@source='mInclureTauxHoraire']
class-field,gest.feuilleTemps.ParamFeuilleTemps,mInfosAuthAurora,infosAuthAurora,infosAuthAurora,Auth,/classes/class[@source='gest.feuilleTemps.ParamFeuilleTemps']/field[@source='mInfosAuthAurora']
class-field,gest.feuilleTemps.ParamFeuilleTemps,mLieuTravail,lieuTravail,lieuTravail,lieu,/classes/class[@source='gest.feuilleTemps.ParamFeuilleTemps']/field[@source='mLieuTravail']
class-field,gest.feuilleTemps.ParamFeuilleTemps,mMaxDeuxDecimales,maximumDeuxDecimales,maximumDeuxDecimales,Deux,/classes/class[@source='gest.feuilleTemps.ParamFeuilleTemps']/field[@source='mMaxDeuxDecimales']
class-field,gest.feuilleTemps.ParamFeuilleTemps,mSaveOnServer,enregistrerSurServeur,enregistrerSurServeur,Sur,/classes/class[@source='gest.feuilleTemps.ParamFeuilleTemps']/field[@source='mSaveOnServer']
class-field,gest.feuilleTemps.ParamFeuilleTemps,mSousDept,sousDepartement,sousDepartement,sous,/classes/class[@source='gest.feuilleTemps.ParamFeuilleTemps']/field[@source='mSousDept']
class-field,gest.feuilleTemps.ParamFeuilleTemps,mSousProjet,sousProjet,sousProjet,sous,/classes/class[@source='gest.feuilleTemps.ParamFeuilleTemps']/field[@source='mSousProjet']
